now_time,predict_time,id,lon,lat,10UV
2015-07-01 20:00:00,2015-07-10 08:00:00,F2273,117.9,24.035,3.414632281402904
2015-07-02 20:00:00,2015-07-11 08:00:00,F2273,117.9,24.035,7.111344757528527
2015-07-03 20:00:00,2015-07-12 08:00:00,F2273,117.9,24.035,4.043538670980077
2015-07-04 20:00:00,2015-07-13 08:00:00,F2273,117.9,24.035,4.899463126959242
2015-07-05 20:00:00,2015-07-14 08:00:00,F2273,117.9,24.035,5.267018551337552
2015-07-06 20:00:00,2015-07-15 08:00:00,F2273,117.9,24.035,6.6653910588114345
2015-07-07 20:00:00,2015-07-16 08:00:00,F2273,117.9,24.035,2.3604194933795566
2015-07-08 20:00:00,2015-07-17 08:00:00,F2273,117.9,24.035,4.331047769762037
2015-07-09 20:00:00,2015-07-18 08:00:00,F2273,117.9,24.035,5.755971912599303
2015-07-10 20:00:00,2015-07-19 08:00:00,F2273,117.9,24.035,4.851092998186682
2015-07-11 20:00:00,2015-07-20 08:00:00,F2273,117.9,24.035,5.7850739390665575
2015-07-12 20:00:00,2015-07-21 08:00:00,F2273,117.9,24.035,6.556149171679146
2015-07-13 20:00:00,2015-07-22 08:00:00,F2273,117.9,24.035,4.246507544876851
2015-07-14 20:00:00,2015-07-23 08:00:00,F2273,117.9,24.035,12.883086591164675
2015-07-15 20:00:00,2015-07-24 08:00:00,F2273,117.9,24.035,10.342566652116249
2015-07-16 20:00:00,2015-07-25 08:00:00,F2273,117.9,24.035,8.363970789884554
2015-07-17 20:00:00,2015-07-26 08:00:00,F2273,117.9,24.035,7.651100618969978
2015-07-18 20:00:00,2015-07-27 08:00:00,F2273,117.9,24.035,6.67248041040274
2015-07-19 20:00:00,2015-07-28 08:00:00,F2273,117.9,24.035,6.0026050915714375
2015-07-20 20:00:00,2015-07-29 08:00:00,F2273,117.9,24.035,7.354061095118028
2015-07-21 20:00:00,2015-07-30 08:00:00,F2273,117.9,24.035,5.515159470710016
2015-07-22 20:00:00,2015-07-31 08:00:00,F2273,117.9,24.035,4.046386862453463
2015-07-23 20:00:00,2015-08-01 08:00:00,F2273,117.9,24.035,5.670056524524447
2015-07-24 20:00:00,2015-08-02 08:00:00,F2273,117.9,24.035,5.804294480762386
2015-07-25 20:00:00,2015-08-03 08:00:00,F2273,117.9,24.035,4.809509470669286
2015-07-26 20:00:00,2015-08-04 08:00:00,F2273,117.9,24.035,4.64321857711488
2015-07-27 20:00:00,2015-08-05 08:00:00,F2273,117.9,24.035,4.135687009320929
