now_time,predict_time,id,lon,lat,10FG6
2017-01-01 08:00:00,2017-01-09 20:00:00,59322,117.35,23.967,6.953601017563299
2017-01-02 08:00:00,2017-01-10 20:00:00,59322,117.35,23.967,6.044499199184929
2017-01-03 08:00:00,2017-01-11 20:00:00,59322,117.35,23.967,11.310374275469293
2017-01-04 08:00:00,2017-01-12 20:00:00,59322,117.35,23.967,7.473218086148753
2017-01-05 08:00:00,2017-01-13 20:00:00,59322,117.35,23.967,7.87109602178159
2017-01-06 08:00:00,2017-01-14 20:00:00,59322,117.35,23.967,8.414286375394651
2017-01-07 08:00:00,2017-01-15 20:00:00,59322,117.35,23.967,6.959974921963508
2017-01-08 08:00:00,2017-01-16 20:00:00,59322,117.35,23.967,7.537220088227262
2017-01-09 08:00:00,2017-01-17 20:00:00,59322,117.35,23.967,5.352963407511006
2017-01-10 08:00:00,2017-01-18 20:00:00,59322,117.35,23.967,7.982796779147616
2017-01-11 08:00:00,2017-01-19 20:00:00,59322,117.35,23.967,6.961939756581615
2017-01-12 08:00:00,2017-01-20 20:00:00,59322,117.35,23.967,7.398200664389484
2017-01-13 08:00:00,2017-01-21 20:00:00,59322,117.35,23.967,5.053966255500508
2017-01-14 08:00:00,2017-01-22 20:00:00,59322,117.35,23.967,6.476423241033097
2017-01-15 08:00:00,2017-01-23 20:00:00,59322,117.35,23.967,9.235401565702896
2017-01-16 08:00:00,2017-01-24 20:00:00,59322,117.35,23.967,6.904206917355121
2017-01-17 08:00:00,2017-01-25 20:00:00,59322,117.35,23.967,5.639280075185912
2017-01-18 08:00:00,2017-01-26 20:00:00,59322,117.35,23.967,4.562702284016312
2017-01-19 08:00:00,2017-01-27 20:00:00,59322,117.35,23.967,4.688609625872523
2017-01-20 08:00:00,2017-01-28 20:00:00,59322,117.35,23.967,7.264411125505937
2017-01-21 08:00:00,2017-01-29 20:00:00,59322,117.35,23.967,5.96592482144515
2017-01-22 08:00:00,2017-01-30 20:00:00,59322,117.35,23.967,10.955457798688483
2017-01-23 08:00:00,2017-01-31 20:00:00,59322,117.35,23.967,5.299264854026392
2017-01-24 08:00:00,2017-02-01 20:00:00,59322,117.35,23.967,5.601720526504228
2017-01-25 08:00:00,2017-02-02 20:00:00,59322,117.35,23.967,6.52121650660763
2017-01-26 08:00:00,2017-02-03 20:00:00,59322,117.35,23.967,5.857024348704726
2017-01-27 08:00:00,2017-02-04 20:00:00,59322,117.35,23.967,6.248786778578707
2017-01-28 08:00:00,2017-02-05 20:00:00,59322,117.35,23.967,7.012994999076994
2017-01-29 08:00:00,2017-02-06 20:00:00,59322,117.35,23.967,7.766870666821124
2017-01-30 08:00:00,2017-02-07 20:00:00,59322,117.35,23.967,3.7339453958176687
2017-01-31 08:00:00,2017-02-08 20:00:00,59322,117.35,23.967,7.9438808446553555
2017-02-01 08:00:00,2017-02-09 20:00:00,59322,117.35,23.967,7.184088983458269
2017-02-02 08:00:00,2017-02-10 20:00:00,59322,117.35,23.967,7.1699611107800125
2017-02-03 08:00:00,2017-02-11 20:00:00,59322,117.35,23.967,7.477133922756195
2017-02-04 08:00:00,2017-02-12 20:00:00,59322,117.35,23.967,6.094766531474763
2017-02-05 08:00:00,2017-02-13 20:00:00,59322,117.35,23.967,6.398930615333109
2017-02-06 08:00:00,2017-02-14 20:00:00,59322,117.35,23.967,5.96747324123467
2017-02-07 08:00:00,2017-02-15 20:00:00,59322,117.35,23.967,4.294615035575435
2017-02-08 08:00:00,2017-02-16 20:00:00,59322,117.35,23.967,4.043715450667379
2017-02-09 08:00:00,2017-02-17 20:00:00,59322,117.35,23.967,4.012983365583986
2017-02-10 08:00:00,2017-02-18 20:00:00,59322,117.35,23.967,3.5050200007960948
2017-02-11 08:00:00,2017-02-19 20:00:00,59322,117.35,23.967,3.654355097915228
2017-02-12 08:00:00,2017-02-20 20:00:00,59322,117.35,23.967,4.0867828337803305
2017-02-13 08:00:00,2017-02-21 20:00:00,59322,117.35,23.967,10.829923216814816
2017-02-14 08:00:00,2017-02-22 20:00:00,59322,117.35,23.967,8.679844525262821
2017-02-15 08:00:00,2017-02-23 20:00:00,59322,117.35,23.967,7.2874011365019555
2017-02-16 08:00:00,2017-02-24 20:00:00,59322,117.35,23.967,8.480867648897565
2017-02-17 08:00:00,2017-02-25 20:00:00,59322,117.35,23.967,6.057254619976001
2017-02-18 08:00:00,2017-02-26 20:00:00,59322,117.35,23.967,5.651423711893204
2017-02-19 08:00:00,2017-02-27 20:00:00,59322,117.35,23.967,8.007106999762504
2017-02-20 08:00:00,2017-02-28 20:00:00,59322,117.35,23.967,5.696766197540729
2017-02-21 08:00:00,2017-03-01 20:00:00,59322,117.35,23.967,5.394642252991693
2017-02-22 08:00:00,2017-03-02 20:00:00,59322,117.35,23.967,8.457286738399874
2017-02-23 08:00:00,2017-03-03 20:00:00,59322,117.35,23.967,4.546203224772464
2017-02-24 08:00:00,2017-03-04 20:00:00,59322,117.35,23.967,4.701801118511651
2017-02-25 08:00:00,2017-03-05 20:00:00,59322,117.35,23.967,3.0298762802227968
2017-02-26 08:00:00,2017-03-06 20:00:00,59322,117.35,23.967,4.4347191133752055
2017-02-27 08:00:00,2017-03-07 20:00:00,59322,117.35,23.967,4.431707857905316
2017-02-28 08:00:00,2017-03-08 20:00:00,59322,117.35,23.967,5.853329866526022
2017-03-01 08:00:00,2017-03-09 20:00:00,59322,117.35,23.967,5.806914349774816
2017-03-02 08:00:00,2017-03-10 20:00:00,59322,117.35,23.967,4.9400899122508575
2017-03-03 08:00:00,2017-03-11 20:00:00,59322,117.35,23.967,4.230152447644978
2017-03-04 08:00:00,2017-03-12 20:00:00,59322,117.35,23.967,8.770868987147256
2017-03-05 08:00:00,2017-03-13 20:00:00,59322,117.35,23.967,6.560019849585757
2017-03-06 08:00:00,2017-03-14 20:00:00,59322,117.35,23.967,5.685244762459412
2017-03-07 08:00:00,2017-03-15 20:00:00,59322,117.35,23.967,6.254039497873483
2017-03-08 08:00:00,2017-03-16 20:00:00,59322,117.35,23.967,6.470376919911642
2017-03-09 08:00:00,2017-03-17 20:00:00,59322,117.35,23.967,3.216944017667705
2017-03-10 08:00:00,2017-03-18 20:00:00,59322,117.35,23.967,6.93116919048752
2017-03-11 08:00:00,2017-03-19 20:00:00,59322,117.35,23.967,6.7583120888064725
2017-03-12 08:00:00,2017-03-20 20:00:00,59322,117.35,23.967,4.991798885500577
2017-03-13 08:00:00,2017-03-21 20:00:00,59322,117.35,23.967,4.258053378936608
2017-03-14 08:00:00,2017-03-22 20:00:00,59322,117.35,23.967,6.403272810609916
2017-03-15 08:00:00,2017-03-23 20:00:00,59322,117.35,23.967,7.969135542589491
2017-03-16 08:00:00,2017-03-24 20:00:00,59322,117.35,23.967,4.7244508124385645
2017-03-17 08:00:00,2017-03-25 20:00:00,59322,117.35,23.967,9.491974499415603
2017-03-18 08:00:00,2017-03-26 20:00:00,59322,117.35,23.967,7.369866607331983
2017-03-19 08:00:00,2017-03-27 20:00:00,59322,117.35,23.967,4.906807346580238
2017-03-20 08:00:00,2017-03-28 20:00:00,59322,117.35,23.967,4.415476373493656
2017-03-21 08:00:00,2017-03-29 20:00:00,59322,117.35,23.967,3.9678135198571054
2017-03-22 08:00:00,2017-03-30 20:00:00,59322,117.35,23.967,3.813613488892916
2017-03-23 08:00:00,2017-03-31 20:00:00,59322,117.35,23.967,8.086493248477847
2017-03-24 08:00:00,2017-04-01 20:00:00,59322,117.35,23.967,9.706645692786985
2017-03-25 08:00:00,2017-04-02 20:00:00,59322,117.35,23.967,5.328043520155481
2017-03-26 08:00:00,2017-04-03 20:00:00,59322,117.35,23.967,4.102004296019095
2017-03-27 08:00:00,2017-04-04 20:00:00,59322,117.35,23.967,3.807967213570069
2017-03-28 08:00:00,2017-04-05 20:00:00,59322,117.35,23.967,3.5881799253418416
2017-03-29 08:00:00,2017-04-06 20:00:00,59322,117.35,23.967,4.194468903867747
2017-03-30 08:00:00,2017-04-07 20:00:00,59322,117.35,23.967,4.224664233404315
2017-03-31 08:00:00,2017-04-08 20:00:00,59322,117.35,23.967,4.668437641369961
2017-04-01 08:00:00,2017-04-09 20:00:00,59322,117.35,23.967,12.828548294782527
2017-04-02 08:00:00,2017-04-10 20:00:00,59322,117.35,23.967,4.670758859334246
2017-04-03 08:00:00,2017-04-11 20:00:00,59322,117.35,23.967,5.952527253815973
2017-04-04 08:00:00,2017-04-12 20:00:00,59322,117.35,23.967,7.433832029690413
2017-04-05 08:00:00,2017-04-13 20:00:00,59322,117.35,23.967,5.632887199473994
2017-04-06 08:00:00,2017-04-14 20:00:00,59322,117.35,23.967,5.5752245114678205
2017-04-07 08:00:00,2017-04-15 20:00:00,59322,117.35,23.967,3.2727708093126218
2017-04-08 08:00:00,2017-04-16 20:00:00,59322,117.35,23.967,4.048556597539108
2017-04-09 08:00:00,2017-04-17 20:00:00,59322,117.35,23.967,4.0147552492518015
2017-04-10 08:00:00,2017-04-18 20:00:00,59322,117.35,23.967,3.0209271418108754
2017-04-11 08:00:00,2017-04-19 20:00:00,59322,117.35,23.967,6.18635945088633
2017-04-12 08:00:00,2017-04-20 20:00:00,59322,117.35,23.967,8.354063622542222
2017-04-13 08:00:00,2017-04-21 20:00:00,59322,117.35,23.967,6.661081054879934
2017-04-14 08:00:00,2017-04-22 20:00:00,59322,117.35,23.967,8.066233492958286
2017-04-15 08:00:00,2017-04-23 20:00:00,59322,117.35,23.967,9.27032054305025
2017-04-16 08:00:00,2017-04-24 20:00:00,59322,117.35,23.967,4.7706869902129645
2017-04-17 08:00:00,2017-04-25 20:00:00,59322,117.35,23.967,9.100449314031684
2017-04-18 08:00:00,2017-04-26 20:00:00,59322,117.35,23.967,3.1621909979500487
2017-04-19 08:00:00,2017-04-27 20:00:00,59322,117.35,23.967,5.474675363339538
2017-04-20 08:00:00,2017-04-28 20:00:00,59322,117.35,23.967,6.209500034599067
2017-05-01 08:00:00,2017-05-09 20:00:00,59322,117.35,23.967,4.126175239573773
2017-05-08 08:00:00,2017-05-16 20:00:00,59322,117.35,23.967,11.264774707575311
2017-05-09 08:00:00,2017-05-17 20:00:00,59322,117.35,23.967,6.207405050343808
2017-06-01 08:00:00,2017-06-09 20:00:00,59322,117.35,23.967,5.757934292234293
2017-06-02 08:00:00,2017-06-10 20:00:00,59322,117.35,23.967,5.738708406216782
2017-06-03 08:00:00,2017-06-11 20:00:00,59322,117.35,23.967,6.458331917959794
2017-06-04 08:00:00,2017-06-12 20:00:00,59322,117.35,23.967,4.585988007412533
2017-06-05 08:00:00,2017-06-13 20:00:00,59322,117.35,23.967,6.367689253398839
2017-06-06 08:00:00,2017-06-14 20:00:00,59322,117.35,23.967,6.3931224035192775
2017-06-07 08:00:00,2017-06-15 20:00:00,59322,117.35,23.967,5.430890197950584
2017-06-08 08:00:00,2017-06-16 20:00:00,59322,117.35,23.967,11.182675354114645
2017-06-09 08:00:00,2017-06-17 20:00:00,59322,117.35,23.967,4.656448896199212
2017-06-10 08:00:00,2017-06-18 20:00:00,59322,117.35,23.967,7.687521090797738
2017-06-11 08:00:00,2017-06-19 20:00:00,59322,117.35,23.967,3.4345440781166916
2017-06-12 08:00:00,2017-06-20 20:00:00,59322,117.35,23.967,7.348214591150002
2017-06-13 08:00:00,2017-06-21 20:00:00,59322,117.35,23.967,8.23287046284981
