now_time,predict_time,id,lon,lat,10UV
2015-07-01 08:00:00,2015-07-05 20:00:00,59127,117.833,24.433,2.005550206438876
2015-07-02 08:00:00,2015-07-06 20:00:00,59127,117.833,24.433,2.061146669541085
2015-07-03 08:00:00,2015-07-07 20:00:00,59127,117.833,24.433,1.5117618677661957
2015-07-04 08:00:00,2015-07-08 20:00:00,59127,117.833,24.433,2.782548027156231
2015-07-05 08:00:00,2015-07-09 20:00:00,59127,117.833,24.433,4.689657092464306
2015-07-06 08:00:00,2015-07-10 20:00:00,59127,117.833,24.433,10.248802168054878
2015-07-07 08:00:00,2015-07-11 20:00:00,59127,117.833,24.433,4.34591762401156
2015-07-08 08:00:00,2015-07-12 20:00:00,59127,117.833,24.433,0.6998523139857621
2015-07-09 08:00:00,2015-07-13 20:00:00,59127,117.833,24.433,1.0774073805820277
2015-07-10 08:00:00,2015-07-14 20:00:00,59127,117.833,24.433,1.0348580676210697
2015-07-11 08:00:00,2015-07-15 20:00:00,59127,117.833,24.433,1.136340845319638
2015-07-12 08:00:00,2015-07-16 20:00:00,59127,117.833,24.433,0.6938131138160597
2015-07-13 08:00:00,2015-07-17 20:00:00,59127,117.833,24.433,2.415602110893321
2015-07-14 08:00:00,2015-07-18 20:00:00,59127,117.833,24.433,0.8004037701309676
2015-07-15 08:00:00,2015-07-19 20:00:00,59127,117.833,24.433,0.9967057595709232
2015-07-16 08:00:00,2015-07-20 20:00:00,59127,117.833,24.433,3.1484046114264514
2015-07-17 08:00:00,2015-07-21 20:00:00,59127,117.833,24.433,3.075922148491592
2015-07-18 08:00:00,2015-07-22 20:00:00,59127,117.833,24.433,2.5992905886213915
2015-07-19 08:00:00,2015-07-23 20:00:00,59127,117.833,24.433,3.0300076139265686
2015-07-20 08:00:00,2015-07-24 20:00:00,59127,117.833,24.433,3.81481496292054
2015-07-21 08:00:00,2015-07-25 20:00:00,59127,117.833,24.433,2.1093049994817683
2015-07-22 08:00:00,2015-07-26 20:00:00,59127,117.833,24.433,2.6211234411015685
2015-07-23 08:00:00,2015-07-27 20:00:00,59127,117.833,24.433,1.4515324375315812
2015-07-24 08:00:00,2015-07-28 20:00:00,59127,117.833,24.433,1.7977903828689847
2015-07-25 08:00:00,2015-07-29 20:00:00,59127,117.833,24.433,1.6708103532538647
2015-07-26 08:00:00,2015-07-30 20:00:00,59127,117.833,24.433,1.4976295547568241
2015-07-27 08:00:00,2015-07-31 20:00:00,59127,117.833,24.433,0.8953841188406139
2015-07-28 08:00:00,2015-08-01 20:00:00,59127,117.833,24.433,1.0499375809657472
2015-07-29 08:00:00,2015-08-02 20:00:00,59127,117.833,24.433,1.2825933136654593
2015-07-30 08:00:00,2015-08-03 20:00:00,59127,117.833,24.433,0.482104651722874
2015-08-01 08:00:00,2015-08-05 20:00:00,59127,117.833,24.433,1.2454601718884781
2015-08-02 08:00:00,2015-08-06 20:00:00,59127,117.833,24.433,2.0420049064999493
2015-08-03 08:00:00,2015-08-07 20:00:00,59127,117.833,24.433,9.698236618889574
2015-08-04 08:00:00,2015-08-08 20:00:00,59127,117.833,24.433,7.702524275354867
2015-08-05 08:00:00,2015-08-09 20:00:00,59127,117.833,24.433,3.6088861951849713
2015-08-06 08:00:00,2015-08-10 20:00:00,59127,117.833,24.433,2.1098041477695664
2015-08-07 08:00:00,2015-08-11 20:00:00,59127,117.833,24.433,1.34133457274768
2015-08-08 08:00:00,2015-08-12 20:00:00,59127,117.833,24.433,1.1003022068175738
2015-08-09 08:00:00,2015-08-13 20:00:00,59127,117.833,24.433,1.2968728535601841
2015-08-10 08:00:00,2015-08-14 20:00:00,59127,117.833,24.433,1.1581927444008526
2015-08-11 08:00:00,2015-08-15 20:00:00,59127,117.833,24.433,1.5685853961119391
2015-08-12 08:00:00,2015-08-16 20:00:00,59127,117.833,24.433,1.326075674180075
2015-08-13 08:00:00,2015-08-17 20:00:00,59127,117.833,24.433,1.5761379159883495
2015-08-14 08:00:00,2015-08-18 20:00:00,59127,117.833,24.433,1.5122590429662226
2015-08-15 08:00:00,2015-08-19 20:00:00,59127,117.833,24.433,0.6886398166053144
2015-08-16 08:00:00,2015-08-20 20:00:00,59127,117.833,24.433,2.345245577356078
2015-08-17 08:00:00,2015-08-21 20:00:00,59127,117.833,24.433,1.6787199914034043
2015-08-18 08:00:00,2015-08-22 20:00:00,59127,117.833,24.433,1.9301514277862355
2015-08-19 08:00:00,2015-08-23 20:00:00,59127,117.833,24.433,2.065581466961607
2015-08-20 08:00:00,2015-08-24 20:00:00,59127,117.833,24.433,1.5359893804626412
2015-08-21 08:00:00,2015-08-25 20:00:00,59127,117.833,24.433,1.3742784485345938
2015-08-22 08:00:00,2015-08-26 20:00:00,59127,117.833,24.433,1.3173070369035271
2015-08-23 08:00:00,2015-08-27 20:00:00,59127,117.833,24.433,1.3152444626468625
2015-08-24 08:00:00,2015-08-28 20:00:00,59127,117.833,24.433,1.5128792153521209
2015-08-25 08:00:00,2015-08-29 20:00:00,59127,117.833,24.433,1.5362711606414496
2015-08-26 08:00:00,2015-08-30 20:00:00,59127,117.833,24.433,0.9020806521637788
2015-08-27 08:00:00,2015-08-31 20:00:00,59127,117.833,24.433,3.0439792387433418
2015-08-28 08:00:00,2015-09-01 20:00:00,59127,117.833,24.433,0.7796857340111337
2015-08-29 08:00:00,2015-09-02 20:00:00,59127,117.833,24.433,0.6781698318287117
2015-08-30 08:00:00,2015-09-03 20:00:00,59127,117.833,24.433,1.1050706992478312
2015-08-31 08:00:00,2015-09-04 20:00:00,59127,117.833,24.433,1.645343484263336
2015-09-01 08:00:00,2015-09-05 20:00:00,59127,117.833,24.433,1.6360085319689464
2015-09-03 08:00:00,2015-09-07 20:00:00,59127,117.833,24.433,3.323445344785301
2015-09-04 08:00:00,2015-09-08 20:00:00,59127,117.833,24.433,1.8148167187251545
2015-09-05 08:00:00,2015-09-09 20:00:00,59127,117.833,24.433,2.108609282332794
2015-09-06 08:00:00,2015-09-10 20:00:00,59127,117.833,24.433,1.7364200082724681
2015-09-07 08:00:00,2015-09-11 20:00:00,59127,117.833,24.433,2.2235185468080507
2015-09-08 08:00:00,2015-09-12 20:00:00,59127,117.833,24.433,1.866405874870676
2015-09-09 08:00:00,2015-09-13 20:00:00,59127,117.833,24.433,1.899659325667756
2015-09-10 08:00:00,2015-09-14 20:00:00,59127,117.833,24.433,1.4772408257032006
2015-09-11 08:00:00,2015-09-15 20:00:00,59127,117.833,24.433,2.0048525278343545
2015-09-12 08:00:00,2015-09-16 20:00:00,59127,117.833,24.433,2.282186382864535
2015-09-14 08:00:00,2015-09-18 20:00:00,59127,117.833,24.433,1.2461837068908326
2015-09-15 08:00:00,2015-09-19 20:00:00,59127,117.833,24.433,1.5930293258886772
2015-09-16 08:00:00,2015-09-20 20:00:00,59127,117.833,24.433,1.2911716547090542
2015-09-17 08:00:00,2015-09-21 20:00:00,59127,117.833,24.433,1.6341629664947457
2015-09-18 08:00:00,2015-09-22 20:00:00,59127,117.833,24.433,1.2763323562043778
2015-09-19 08:00:00,2015-09-23 20:00:00,59127,117.833,24.433,1.0871781994077283
2015-09-20 08:00:00,2015-09-24 20:00:00,59127,117.833,24.433,1.6906501246642334
2015-09-21 08:00:00,2015-09-25 20:00:00,59127,117.833,24.433,2.2467271160545765
2015-09-22 08:00:00,2015-09-26 20:00:00,59127,117.833,24.433,1.528115575023126
2015-09-23 08:00:00,2015-09-27 20:00:00,59127,117.833,24.433,1.7202919778423278
2015-09-24 08:00:00,2015-09-28 20:00:00,59127,117.833,24.433,2.5226704776680853
2015-09-25 08:00:00,2015-09-29 20:00:00,59127,117.833,24.433,1.8737268763537536
2015-09-26 08:00:00,2015-09-30 20:00:00,59127,117.833,24.433,1.2593370486582418
2015-09-27 08:00:00,2015-10-01 20:00:00,59127,117.833,24.433,1.173505219184216
2015-09-28 08:00:00,2015-10-02 20:00:00,59127,117.833,24.433,1.9018392177410803
2015-09-29 08:00:00,2015-10-03 20:00:00,59127,117.833,24.433,1.7381953570886983
2015-09-30 08:00:00,2015-10-04 20:00:00,59127,117.833,24.433,1.3699628073744066
2015-10-01 08:00:00,2015-10-05 20:00:00,59127,117.833,24.433,0.9204526688670022
2015-10-02 08:00:00,2015-10-06 20:00:00,59127,117.833,24.433,1.7196799507979799
2015-10-03 08:00:00,2015-10-07 20:00:00,59127,117.833,24.433,1.1235134215265383
